source	topic	slug	bucket	signal_type	score	seed	generated_at
radar-v2	compliance software explained cost oceanside	compliance-software-explained-cost-oceanside	automation	money	30	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained cost vista	compliance-software-explained-cost-vista	automation	money	30	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business del mar	medical-device-software-support-for-small-business-del-mar	automation	local	30	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business la jolla	medical-device-software-support-for-small-business-la-jolla	automation	local	30	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business san diego	medical-device-software-support-for-small-business-san-diego	automation	local	30	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business san marcos	medical-device-software-support-for-small-business-san-marcos	automation	local	30	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup near me del mar	medical-office-software-setup-near-me-del-mar	automation	local	30	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup near me la jolla	medical-office-software-setup-near-me-la-jolla	automation	local	30	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup near me san diego	medical-office-software-setup-near-me-san-diego	automation	local	30	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup near me san marcos	medical-office-software-setup-near-me-san-marcos	automation	local	30	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	vacation rental automation near me chula vista	vacation-rental-automation-near-me-chula-vista	automation	local	30	vacation rental automation	2026-03-09T19:23:00.232825+00:00
radar-v2	electrical contractor seo for small business chula vista	electrical-contractor-seo-for-small-business-chula-vista	local-services	local	30	electrical contractor seo	2026-03-09T19:23:00.232825+00:00
radar-v2	chargeback prevention tools near me chula vista	chargeback-prevention-tools-near-me-chula-vista	payments	local	30	chargeback prevention tools	2026-03-09T19:23:00.232825+00:00
radar-v2	energy company payment systems near me del mar	energy-company-payment-systems-near-me-del-mar	payments	local	30	energy company payment systems	2026-03-09T19:23:00.232825+00:00
radar-v2	energy company payment systems near me la jolla	energy-company-payment-systems-near-me-la-jolla	payments	local	30	energy company payment systems	2026-03-09T19:23:00.232825+00:00
radar-v2	energy company payment systems near me san diego	energy-company-payment-systems-near-me-san-diego	payments	local	30	energy company payment systems	2026-03-09T19:23:00.232825+00:00
radar-v2	energy company payment systems near me san marcos	energy-company-payment-systems-near-me-san-marcos	payments	local	30	energy company payment systems	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business carlsbad	how-to-lower-payment-processing-fees-for-small-business-carlsbad	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business coronado	how-to-lower-payment-processing-fees-for-small-business-coronado	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business del mar	how-to-lower-payment-processing-fees-for-small-business-del-mar	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business encinitas	how-to-lower-payment-processing-fees-for-small-business-encinitas	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business escondido	how-to-lower-payment-processing-fees-for-small-business-escondido	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business la jolla	how-to-lower-payment-processing-fees-for-small-business-la-jolla	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business oceanside	how-to-lower-payment-processing-fees-for-small-business-oceanside	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business san diego	how-to-lower-payment-processing-fees-for-small-business-san-diego	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business san marcos	how-to-lower-payment-processing-fees-for-small-business-san-marcos	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	how to lower payment processing fees for small business vista	how-to-lower-payment-processing-fees-for-small-business-vista	payments	money	30	how to lower payment processing fees	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high explained	payment-processor-fees-too-high-explained	payments	money	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high not working	payment-processor-fees-too-high-not-working	payments	money	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high save money	payment-processor-fees-too-high-save-money	payments	money	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high stopped working	payment-processor-fees-too-high-stopped-working	payments	money	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high urgent help	payment-processor-fees-too-high-urgent-help	payments	money	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high vs manual process	payment-processor-fees-too-high-vs-manual-process	payments	comparison	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	payment processor fees too high worth it	payment-processor-fees-too-high-worth-it	payments	money	30	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	restaurant payment processing near me chula vista	restaurant-payment-processing-near-me-chula-vista	payments	local	30	restaurant payment processing	2026-03-09T19:23:00.232825+00:00
radar-v2	square vs stripe fees chula vista	square-vs-stripe-fees-chula-vista	payments	comparison	30	square vs stripe fees	2026-03-09T19:23:00.232825+00:00
radar-v2	stripe fees for small business near me del mar	stripe-fees-for-small-business-near-me-del-mar	payments	money	30	stripe fees for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	stripe fees for small business near me la jolla	stripe-fees-for-small-business-near-me-la-jolla	payments	money	30	stripe fees for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	stripe fees for small business near me san diego	stripe-fees-for-small-business-near-me-san-diego	payments	money	30	stripe fees for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	stripe fees for small business near me san marcos	stripe-fees-for-small-business-near-me-san-marcos	payments	money	30	stripe fees for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business chula vista	ai-automation-for-small-business-chula-vista	automation	local	29	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business cost chula vista	ai-chatbot-for-local-business-cost-chula-vista	automation	money	29	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained for small business del mar	compliance-software-explained-for-small-business-del-mar	automation	local	29	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained for small business la jolla	compliance-software-explained-for-small-business-la-jolla	automation	local	29	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained for small business san diego	compliance-software-explained-for-small-business-san-diego	automation	local	29	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained for small business san marcos	compliance-software-explained-for-small-business-san-marcos	automation	local	29	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business cost chula vista	crm-setup-for-small-business-cost-chula-vista	automation	money	29	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support fees	medical-device-software-support-fees	automation	money	29	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business carlsbad	medical-device-software-support-for-small-business-carlsbad	automation	local	29	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business coronado	medical-device-software-support-for-small-business-coronado	automation	local	29	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business encinitas	medical-device-software-support-for-small-business-encinitas	automation	local	29	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business escondido	medical-device-software-support-for-small-business-escondido	automation	local	29	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support for small business oceanside	medical-device-software-support-for-small-business-oceanside	automation	local	29	medical device software support	2026-03-09T19:23:00.232825+00:00
